data;gringos_comprados;gringos_vendidos;institucionais_comprados;institucionais_vendidos;bancos_comprados;bancos_vendidos
04/08/2023;261364;156865;153862;351662;240635;120550
07/08/2023;275578;161557;152535;352747;242350;128220
08/08/2023;282958;162280;155168;359192;241700;128995
09/08/2023;281551;157665;158550;362702;244380;134990
10/08/2023;282611;150415;159683;356285;233075;139335
11/08/2023;285456;154177;158776;367646;244000;138225
14/08/2023;289661;157647;160904;369779;258095;148775
15/08/2023;295766;155322;163952;364397;251910;160525
16/08/2023;286133;168974;172071;383136;283105;159455
17/08/2023;289333;173209;169066;383881;288770;159845
18/08/2023;296346;179912;172305;385315;291890;161770
21/08/2023;306138;178596;166795;389408;296080;163610
22/08/2023;308079;186404;167598;393199;306090;164625
23/08/2023;314180;197541;170993;394663;310655;166370
24/08/2023;311652;193281;169695;397517;306755;161390
25/08/2023;313932;191381;169652;401119;305125;158705
28/08/2023;323263;187219;174097;403232;302295;167390
29/08/2023;338222;199147;182757;418563;309765;171115
30/08/2023;414671;275021;232006;459917;378905;252170
31/08/2023;421288;286596;244838;510816;435940;264700
01/09/2023;256030;110077;152098;301312;171120;141125
04/09/2023;254120;112457;153390;300259;170810;140385
05/09/2023;246550;111215;152675;294126;187930;155565
06/09/2023;246765;114190;146836;295462;185255;141165
08/09/2023;244825;110593;146607;296015;188315;142715
11/09/2023;241519;118773;144514;299496;197065;135975
12/09/2023;254465;115958;153447;297665;173600;137235
13/09/2023;243534;123168;151241;299253;184880;128855
14/09/2023;237994;118913;157385;300368;181835;137040
15/09/2023;252755;118205;148702;299739;175350;136555
18/09/2023;246440;128280;144606;300703;187990;128740
19/09/2023;249150;122065;145548;301950;189425;135905
20/09/2023;250040;126940;141263;306638;205115;139865
21/09/2023;256304;133365;138174;306398;212045;142395
22/09/2023;268212;144491;139403;308534;219705;149755
25/09/2023;294340;183804;142913;313709;247720;160310
26/09/2023;328475;236734;146596;299772;268655;178025
27/09/2023;381890;260994;164206;308777;240285;184200
28/09/2023;414703;313184;374983;530417;275605;195065
29/09/2023;419503;325394;377237;539796;316685;222945
02/10/2023;212400;130536;259010;340399;130485;103605
03/10/2023;239750;143951;278675;345249;125145;127325
04/10/2023;277305;146096;273094;337413;99525;137835
05/10/2023;287170;160676;272519;334278;94050;129405
06/10/2023;295855;186606;275745;337909;110105;130160
09/10/2023;290987;183981;271769;337480;111435;126945
10/10/2023;298719;202131;275197;331925;123540;147620
11/10/2023;283419;211089;272274;333214;139755;145635
13/10/2023;276949;210904;275952;333612;141475;151415
16/10/2023;278231;223854;277487;340689;156000;152135
17/10/2023;275146;230874;281701;343458;165570;153775
18/10/2023;267796;231424;279595;341387;180455;157520
19/10/2023;276120;232524;279496;344582;173735;153060
20/10/2023;271217;232749;282346;346749;183410;159145
23/10/2023;274797;243819;282265;348448;198245;168800
24/10/2023;275889;248639;281329;348534;211950;177300
25/10/2023;273634;258759;282285;348390;225605;179320
